College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 50,India,9985,9768,217,8.2343275,1128655,Chemical Engineering,Badminton,24,80.19000000000001,394
College 7,Singapore,27850,3814,4305,6.7947125,1089425,Economics,Athletics,32,96.12,515
College 18,South Africa,11139,7243,3896,8.718126999999999,2316254,Business Administration,Swimming,9,86.9,315
College 51,Singapore,16825,3622,3296,9.0045445,4609089,Chemical Engineering,Cricket,2,79.11,457
College 8,South Africa,16113,9269,6844,7.515134,2050268,Computer Science,Swimming,25,98.18,495
College 55,Australia,14364,14565,-201,8.9978125,4275625,Electrical Engineering,Swimming,5,70.53,481
College 76,Japan,9879,3886,5993,8.041830000000001,1503660,Business Administration,Swimming,5,71.03,148
College 43,China,2049,3747,-1698,10.0,3008903,Mathematics,Tennis,49,100.0,151
College 59,Singapore,7526,6431,1095,7.9426725000000005,425345,Economics,Chess,47,98.10000000000001,127
College 30,China,22048,3876,10524,7.871588999999999,3703178,Electrical Engineering,Tennis,15,90.67,272
College 59,USA,17977,12250,940,6.828216,936432,Physics,Cricket,48,86.52,675
College 9,Canada,17097,10642,1615,10.0,4636286,Mathematics,Swimming,36,100.0,607
College 92,UK,13884,10873,3011,8.8930075,4606015,Computer Science,Tennis,49,96.16000000000001,280
College 68,India,29863,6160,2559,8.648108,456216,Civil Engineering,Athletics,7,83.01,703
College 39,China,16656,8055,5603,9.435685,4491370,Economics,Badminton,49,73.03,318
College 81,Switzerland,4880,5096,-216,8.558723,2817446,Mechanical Engineering,Volleyball,16,92.89999999999999,131
College 11,Canada,3169,14595,-11426,6.6781295,1276259,Mathematics,Tennis,24,77.76,381
College 2,Switzerland,20363,12681,7682,7.3860475,4232095,Business Administration,Tennis,12,80.53,490
College 23,Singapore,24643,7936,1376,7.2419934999999995,4283987,Economics,Athletics,23,70.98,405
College 63,Canada,4408,3028,1380,5.864826,909652,Electrical Engineering,Swimming,28,63.73,387
College 22,China,18480,500,13581,7.334745,1409490,Mathematics,Football,11,90.16999999999999,264
College 61,Singapore,15890,14730,1160,8.348228500000001,816457,Biotechnology,Swimming,45,86.22,376
College 26,Japan,21118,2228,13589,6.8944215,1828843,Mechanical Engineering,Cricket,24,87.7,670
College 12,Canada,3520,6548,-3028,8.0342425,3128485,Physics,Chess,40,83.1,513
College 32,USA,14738,12319,2071,8.53452,3549040,Business Administration,Chess,39,68.74000000000001,575
College 9,China,22593,5128,4963,7.112307,1924614,Computer Science,Badminton,35,64.66,683
College 69,Canada,3036,14990,-11954,8.6999865,1979973,Business Administration,Basketball,31,100.0,82
College 90,Japan,20733,13523,7210,10.0,4935275,Biotechnology,Badminton,14,71.23,550
College 71,Japan,3544,7111,-3567,10.0,736686,Mathematics,Athletics,31,85.44999999999999,518
College 93,Switzerland,8441,3556,4885,8.004213,468426,Economics,Swimming,48,82.84,528
College 33,Singapore,26022,13894,7444,9.009428999999999,2738858,Mechanical Engineering,Chess,48,99.1,399
College 24,UK,27096,7815,663,9.147593500000001,2015187,Civil Engineering,Athletics,12,62.800000000000004,411
College 89,Australia,9768,9127,641,9.6019965,3783993,Mechanical Engineering,Swimming,13,74.5,295
College 95,Australia,3278,13225,-9947,9.7422675,4224535,Computer Science,Volleyball,9,93.16000000000001,202
College 93,China,24053,7932,12961,8.3207025,2821405,Biotechnology,Volleyball,3,89.86,352
College 69,Australia,23108,946,2355,9.2332435,2126487,Electrical Engineering,Chess,41,88.63,595
College 38,Switzerland,13082,2320,1758,8.510101500000001,2140203,Mathematics,Badminton,34,89.25,285
College 11,Singapore,22454,14661,7793,8.7051095,2770219,Mathematics,Basketball,23,70.38,335
College 32,UK,18647,3650,8995,7.941268,1862536,Computer Science,Tennis,16,66.44999999999999,570
College 64,UK,7958,6045,1913,8.2254015,2870803,Mathematics,Athletics,14,66.82000000000001,428
College 72,UK,7926,10030,-2104,10.0,4860815,Mathematics,Athletics,42,66.46,433
College 20,USA,9813,9749,64,9.275893,3211786,Physics,Athletics,41,85.88,415
College 34,Australia,11896,6930,4966,7.030540500000001,841081,Mathematics,Swimming,46,86.55,373
College 42,India,14136,739,13182,9.777513500000001,2955027,Business Administration,Basketball,43,87.46,280
College 8,Australia,25550,11075,2766,6.933345,566690,Economics,Tennis,37,81.89,565
College 66,Canada,14786,11585,3201,8.684224,3708448,Business Administration,Cricket,11,64.84,389
College 21,Australia,25379,11352,11764,7.3909665,901933,Mathematics,Swimming,49,72.73,354
College 79,USA,1612,14179,-12567,7.881036999999999,4222074,Biotechnology,Basketball,41,95.00999999999999,350
College 70,Switzerland,25300,1379,5383,8.5236245,2187249,Computer Science,Badminton,27,67.52,487
College 5,UK,8823,6566,2257,10.0,4256351,Physics,Cricket,32,75.8,371
College 67,South Africa,20264,876,14343,8.9198225,3179645,Business Administration,Football,22,88.57000000000001,571
College 43,Canada,24159,7257,14086,8.500565,861130,Business Administration,Volleyball,20,100.0,562
College 16,Australia,10102,12300,-2198,7.840321,2620642,Biotechnology,Badminton,38,97.35,446
College 99,India,26029,5598,7094,10.0,4787188,Economics,Cricket,24,74.37,492
College 73,USA,17799,2421,10360,10.0,4841092,Civil Engineering,Football,9,72.33000000000001,514
College 35,Canada,12044,2925,9119,6.9604555,3100911,Business Administration,Swimming,25,88.26,294
College 83,Australia,9271,10627,-1356,9.2724505,4704901,Physics,Chess,47,100.0,392
College 43,India,5997,1918,4079,7.5875984999999995,735197,Biotechnology,Volleyball,31,89.35,272
College 98,South Africa,11871,2562,5929,6.936776,393552,Computer Science,Badminton,42,89.10000000000001,556
College 39,Canada,6227,14351,-8124,7.69319,2986380,Computer Science,Chess,1,83.52,547
College 10,USA,29152,7010,4157,8.5075185,555037,Biotechnology,Badminton,25,88.3,563
College 74,China,2034,638,1396,8.840121,2460242,Computer Science,Swimming,35,64.8,342
College 20,Japan,2738,5700,-2962,9.878387,3456774,Mathematics,Football,44,76.43,455
College 1,UK,4530,2587,1943,7.6808250000000005,481650,Physics,Basketball,18,74.24,183
College 6,India,3121,6093,-2972,7.717669000000001,3295338,Mechanical Engineering,Tennis,19,66.52000000000001,227
College 53,Switzerland,23917,4179,4674,6.537033500000001,274067,Business Administration,Football,35,83.7,504
College 46,South Africa,18694,4263,14431,8.9396485,399297,Business Administration,Swimming,4,71.86,534
College 66,Switzerland,3038,6026,-2988,8.316435,3452870,Biotechnology,Swimming,10,77.87,451
College 38,UK,7159,1671,2403,9.5181875,3216375,Physics,Athletics,21,80.75,283
College 33,Australia,25677,10693,14109,10.0,3552883,Physics,Tennis,39,88.09,524
College 67,UK,4628,7439,-2811,7.5739525,1047905,Physics,Athletics,45,75.88,317
College 100,Singapore,8145,2931,5214,9.669236,2478472,Biotechnology,Basketball,39,65.05,427
College 77,India,2034,7770,-5736,7.258769,817538,Mechanical Engineering,Athletics,41,83.55999999999999,342
College 35,USA,4211,4474,-263,9.284878,3269756,Chemical Engineering,Chess,30,76.72,105
College 79,India,29877,8463,3088,9.567201,4574402,Physics,Chess,39,87.33000000000001,358
College 45,China,9585,7366,2219,8.6640265,1668053,Chemical Engineering,Athletics,12,94.52,592
College 22,USA,13290,13254,36,9.0018735,1483747,Business Administration,Football,49,87.38000000000001,435
College 68,Singapore,1339,1888,-549,8.449283,4358566,Biotechnology,Badminton,25,90.37,203
College 17,Australia,21621,2533,5023,8.570544,2161088,Computer Science,Cricket,28,96.82,536
College 5,Canada,15169,736,12790,7.6656055,1971211,Business Administration,Chess,21,87.46,431
College 85,China,21274,10179,7392,10.0,4614270,Civil Engineering,Volleyball,1,96.02,669
College 57,South Africa,28416,5580,11117,8.1367115,3513423,Business Administration,Chess,38,100.0,536
College 88,China,1765,5974,-4209,10.0,3781578,Mathematics,Swimming,12,63.86,319
College 95,Switzerland,29946,4992,11105,6.056665499999999,913331,Business Administration,Chess,9,68.43,483
College 40,Singapore,7510,12945,-5435,7.270867000000001,1161734,Mechanical Engineering,Tennis,25,85.63,521
College 30,Switzerland,23203,6514,9687,7.586913,1753826,Computer Science,Basketball,11,76.35,675
College 42,India,10652,4279,6115,7.2805295,1121059,Electrical Engineering,Badminton,48,91.05,218
College 7,China,27293,2773,13915,7.6467135,273427,Economics,Chess,38,86.61,702
College 71,Australia,7903,13930,-6027,10.0,4223104,Civil Engineering,Chess,12,84.51,190
College 91,India,19537,13610,5927,10.0,3201331,Computer Science,Swimming,41,66.16,543
College 88,Canada,18989,5908,11248,9.507487000000001,4374974,Physics,Chess,26,88.24,676
College 19,Singapore,13869,10598,1756,8.395352500000001,2990705,Biotechnology,Tennis,14,76.06,212
College 41,Canada,19165,12316,6849,9.3427465,425493,Mathematics,Tennis,8,93.61999999999999,448
College 34,Canada,29873,6175,9015,8.8329725,2765945,Economics,Volleyball,35,93.53,381
College 22,USA,16130,7748,5923,8.2190315,458063,Civil Engineering,Swimming,6,89.82,212
College 52,Australia,3901,14954,-11053,9.1963995,2392799,Biotechnology,Football,34,98.92,171
College 91,China,14456,14940,-484,7.321931500000001,1263863,Mathematics,Cricket,22,86.11,452
College 6,Singapore,14788,1147,13641,9.6588695,1597739,Chemical Engineering,Cricket,41,91.14999999999999,510
College 74,UK,7465,1315,6150,8.619601,1199202,Physics,Chess,36,79.47,197
College 95,South Africa,10367,548,7197,10.0,4012166,Business Administration,Cricket,47,86.58,403
College 25,China,24447,5928,3028,9.2050775,4910155,Biotechnology,Volleyball,12,80.79,448
College 66,South Africa,13577,6390,7187,6.1060295,672059,Computer Science,Badminton,44,100.0,581
College 10,USA,15491,10713,4778,7.8963665,2792733,Biotechnology,Volleyball,14,73.19000000000001,222
College 74,Japan,24950,7061,4405,7.5365905,833181,Biotechnology,Football,6,64.22,485
College 26,China,3418,5379,-1961,9.239290500000001,1538581,Economics,Tennis,26,82.24,475
College 5,China,23837,1776,8168,9.45552,1951040,Economics,Badminton,39,70.17,652
College 86,Switzerland,10299,11480,-1181,7.5470855,1754171,Mechanical Engineering,Volleyball,30,90.41,373
College 68,South Africa,21824,8874,3559,6.8366575,673315,Business Administration,Chess,31,84.61999999999999,497
College 98,Canada,25390,11643,13747,6.873482,1026964,Business Administration,Volleyball,9,88.27000000000001,450
College 71,China,6209,11606,-5397,8.409366,4478732,Computer Science,Volleyball,13,75.72,546
College 50,Singapore,3024,12717,-9693,8.2563435,2032687,Business Administration,Chess,43,74.44,86
College 17,UK,5783,14333,-8550,8.270695,1801390,Biotechnology,Volleyball,3,83.85,215
College 11,India,9701,14699,-4998,10.0,4639885,Mathematics,Badminton,45,92.09,279
College 53,India,16651,5510,1072,9.484311,1268622,Mathematics,Chess,19,66.09,612
College 50,South Africa,28303,1036,13805,7.2448760000000005,2929752,Biotechnology,Tennis,42,94.3,410
College 8,Singapore,23523,3002,6933,7.888021,1496042,Mathematics,Football,4,98.9,466
College 92,Canada,11491,11064,427,7.2229235,1185847,Computer Science,Badminton,9,93.4,569
College 97,Singapore,14557,5695,6421,9.625872000000001,2631744,Business Administration,Volleyball,36,97.28999999999999,506
College 62,Australia,12433,10195,2238,7.5993154999999994,418631,Biotechnology,Athletics,2,99.23,393
College 89,Singapore,27420,7267,7174,10.0,3619752,Mathematics,Badminton,39,85.71000000000001,393
College 85,USA,8532,12584,-4052,9.8575705,4215141,Business Administration,Athletics,28,70.53999999999999,148
College 76,India,27901,5469,7471,9.109585,4219170,Computer Science,Cricket,20,89.96,611
College 90,Canada,6835,8947,-2112,8.45693,3213860,Chemical Engineering,Chess,47,95.7,487
College 29,Australia,26564,9285,659,7.671962000000001,443924,Mechanical Engineering,Badminton,6,98.21,576
College 99,India,22717,10416,11757,8.116437,572874,Chemical Engineering,Badminton,42,95.91,425
College 44,Japan,11417,11515,-98,8.916144,3632288,Civil Engineering,Chess,6,71.55999999999999,307
College 45,UK,16650,7367,3600,8.000276,2960552,Mechanical Engineering,Swimming,16,100.0,524
College 29,USA,24193,7171,3223,6.541689,1143378,Biotechnology,Tennis,22,94.31,500
College 88,UK,18544,9781,8763,6.9768395000000005,1293679,Electrical Engineering,Athletics,41,91.53999999999999,378
College 59,USA,6351,1480,4871,9.36383,2987660,Physics,Chess,28,76.71,453
College 15,China,26408,2699,14299,10.0,4004008,Civil Engineering,Volleyball,32,97.83,404
College 70,USA,1475,4619,-3144,9.0299695,1779939,Economics,Swimming,11,78.21,364
College 96,India,27488,9264,7322,9.410745,4501490,Economics,Volleyball,3,91.11999999999999,532
College 44,UK,28418,8417,3380,8.639106,2198212,Chemical Engineering,Volleyball,23,83.22,770
College 98,UK,9782,5533,4249,8.157882,1815764,Mathematics,Swimming,32,90.87,312
College 36,Singapore,28318,7151,3196,9.645309000000001,3470618,Civil Engineering,Badminton,21,81.33999999999999,621
College 84,UK,26269,6333,12902,8.680883,3741766,Computer Science,Cricket,43,84.69,494
College 57,Canada,15989,12318,3671,10.0,2813098,Biotechnology,Chess,36,68.14999999999999,329
College 64,Singapore,6164,10655,-4491,7.761433,442866,Chemical Engineering,Tennis,40,100.0,325
College 76,China,23511,12349,11162,9.806401,2032802,Mathematics,Basketball,7,94.61,341
College 99,India,19472,10251,9221,9.3059415,4731883,Electrical Engineering,Swimming,7,60.720000000000006,576
College 38,USA,3762,2850,912,8.305758,1891516,Chemical Engineering,Tennis,34,67.83000000000001,136
College 17,Switzerland,5997,5933,64,10.0,3231489,Physics,Swimming,2,92.11,366
College 27,Australia,12994,13402,-408,6.106548,913096,Electrical Engineering,Badminton,20,97.14,304
College 17,South Africa,16367,4638,1919,9.973351,4426702,Physics,Volleyball,21,69.16999999999999,320
College 63,Australia,3821,12135,-8314,7.491088,3842176,Electrical Engineering,Volleyball,14,91.71000000000001,396
College 11,USA,10959,8161,2798,9.661168,3142336,Physics,Tennis,37,66.37,473
College 64,Canada,18901,5118,5834,8.276004,3292008,Civil Engineering,Swimming,45,71.83,299
College 39,South Africa,25785,10049,2919,8.774138,4268276,Mechanical Engineering,Football,37,77.39,711
College 2,Japan,7456,5040,2416,10.0,3156923,Civil Engineering,Cricket,12,81.51,382
College 66,Australia,9987,4318,5669,8.940963499999999,1681927,Computer Science,Tennis,3,85.82,370
College 54,Singapore,13501,2256,11245,10.0,4246296,Physics,Badminton,17,100.0,350
College 29,USA,12974,14842,-1868,6.965539,2571078,Computer Science,Chess,33,77.69,369
College 45,Japan,18905,3839,508,9.22794,1455880,Business Administration,Basketball,20,91.52,336
College 88,Japan,6327,3012,3315,9.2558745,2831749,Chemical Engineering,Tennis,49,94.27000000000001,534
College 88,India,11921,9114,2807,8.2138945,2547789,Physics,Tennis,39,82.27000000000001,464
College 80,Japan,14095,6253,7842,9.315845,4091690,Mechanical Engineering,Cricket,0,96.12,227
College 31,India,16530,11301,5229,10.0,2967496,Mathematics,Chess,31,78.28999999999999,645
College 49,UK,5872,6286,-414,6.3380374999999995,3396075,Mechanical Engineering,Tennis,38,100.0,257
College 9,South Africa,28938,8334,7984,8.8158575,1531715,Business Administration,Cricket,10,91.33,742
College 27,Singapore,8165,11757,-3592,8.977366,1974732,Business Administration,Cricket,5,86.83,335
College 56,South Africa,19947,13820,6127,10.0,3428293,Civil Engineering,Chess,18,68.1,463
College 78,Australia,27414,5303,11366,8.348338,2356676,Economics,Basketball,15,87.76,516
College 45,India,8500,507,7993,8.423901500000001,387803,Economics,Swimming,17,87.02,199
College 89,UK,4018,8409,-4391,9.3290235,3938047,Mathematics,Volleyball,4,66.09,176
College 43,UK,17685,14278,2709,9.657013,3534026,Economics,Chess,29,84.95,361
College 22,Singapore,9718,4074,3815,9.2058995,3871799,Business Administration,Volleyball,32,75.54,200
College 99,China,7508,14367,-6859,6.2306725,1021345,Business Administration,Basketball,43,82.91,182
College 33,Singapore,9738,14601,-4863,9.642744,4705488,Physics,Volleyball,40,72.15,283
College 27,Canada,1345,14560,-13215,9.4840435,3688087,Economics,Athletics,16,77.3,83
College 40,UK,8611,6508,1548,10.0,3807281,Civil Engineering,Swimming,39,65.98,200
College 26,Singapore,25630,3782,2033,10.0,4935260,Mathematics,Athletics,11,88.47999999999999,728
College 83,UK,3671,11705,-8034,7.740646,641292,Chemical Engineering,Athletics,32,80.3,428
College 45,Switzerland,14351,11708,2643,9.5592785,3698557,Mathematics,Badminton,35,95.76,382
College 45,Australia,2348,799,1549,8.2904005,1660801,Biotechnology,Chess,26,86.21,433
College 26,India,22380,2818,10525,8.305517,2011034,Physics,Basketball,43,72.89999999999999,665
College 70,China,26106,9880,1122,8.670081,1760162,Electrical Engineering,Football,17,67.09,590
College 67,India,9307,13337,-4030,10.0,3386852,Physics,Cricket,18,85.34,404
College 6,Australia,6730,3045,3685,9.466794,2153588,Physics,Cricket,24,78.25,540
College 28,UK,12068,11165,903,10.0,4947072,Physics,Volleyball,27,64.89,285
College 67,South Africa,5491,13576,-8085,8.643913,4607826,Business Administration,Tennis,29,100.0,502
College 13,USA,19423,3079,13418,10.0,3695238,Mechanical Engineering,Volleyball,33,76.78999999999999,592
College 63,UK,23962,860,2559,9.8218235,2523647,Biotechnology,Chess,42,100.0,610
College 13,South Africa,26633,2519,14142,10.0,3872479,Economics,Basketball,40,78.97,744
College 77,Australia,26893,5691,7589,8.5511655,402331,Civil Engineering,Basketball,49,99.65,642
College 1,India,7359,2334,5025,7.4153275,990655,Chemical Engineering,Swimming,7,69.67,568
College 40,USA,12819,5163,5865,9.075642499999999,1451285,Electrical Engineering,Football,38,100.0,184
College 37,Switzerland,3254,14800,-11546,8.6325015,4065003,Business Administration,Swimming,10,94.9,307
College 31,Australia,15953,10703,5250,8.166843,1833686,Mathematics,Badminton,37,96.63000000000001,617
College 17,India,24831,11068,1537,9.2603785,3540757,Civil Engineering,Football,25,80.16,543
College 9,China,10183,5013,5170,9.680173,3040346,Business Administration,Football,12,81.57000000000001,424
College 64,USA,20519,6012,6163,9.642216999999999,1744434,Mechanical Engineering,Volleyball,1,70.33,322
College 57,Australia,9037,11407,-2370,8.946140999999999,3772282,Mathematics,Volleyball,16,63.940000000000005,564
College 13,Australia,28051,13337,14218,6.358394,516788,Mathematics,Basketball,18,64.25,476
College 37,Australia,20725,14170,6555,7.952636,1325272,Mechanical Engineering,Tennis,37,77.83,401
College 14,South Africa,8326,14199,-5873,9.0112365,2142473,Civil Engineering,Cricket,3,83.98,180
College 75,USA,4045,10310,-6265,8.625055,4270110,Business Administration,Tennis,47,70.91,345
College 25,China,10269,7641,2628,10.0,2953260,Mechanical Engineering,Cricket,27,100.0,276
College 95,China,5228,11220,-5992,8.5865415,513083,Computer Science,Cricket,17,87.64,155
College 78,South Africa,8267,6187,2080,10.0,3604504,Business Administration,Athletics,6,83.22999999999999,436
College 57,South Africa,3801,10188,-6387,10.0,4902225,Biotechnology,Athletics,25,88.22,192
College 71,China,11426,2895,2273,9.4954985,4650997,Economics,Basketball,4,79.03,537
College 88,South Africa,19637,4902,2167,6.799967499999999,739935,Chemical Engineering,Cricket,36,88.77,417
College 100,South Africa,4710,7877,-3167,8.471314,4662628,Physics,Athletics,25,100.0,401
College 42,UK,8924,5431,2421,8.3848285,429657,Economics,Basketball,1,65.64999999999999,233
College 42,China,26121,2346,12177,7.528184,2076368,Mechanical Engineering,Athletics,37,76.55,667
College 47,South Africa,3872,11046,-7174,10.0,3669442,Biotechnology,Volleyball,40,74.93,299
College 44,China,8411,9431,-1020,8.1847355,2849471,Biotechnology,Football,36,100.0,170
College 41,South Africa,27240,5947,14179,9.699337,3698674,Civil Engineering,Volleyball,15,72.58,655
College 3,UK,14673,9025,5648,8.406326499999999,232653,Electrical Engineering,Badminton,7,95.73,454
College 90,Singapore,1937,9525,-7588,9.045350500000001,670701,Civil Engineering,Badminton,2,63.84,322
College 90,Singapore,29580,9725,1201,9.2073585,3074717,Economics,Volleyball,30,79.05,656
College 1,Singapore,28930,5248,783,8.24637,3192740,Physics,Chess,27,71.79,510
College 79,Switzerland,5535,8378,-2843,8.6000565,600113,Chemical Engineering,Football,35,71.79,210
College 11,Japan,7118,2120,3530,7.879235,878470,Mechanical Engineering,Swimming,10,70.3,249
College 7,Switzerland,18030,12628,5402,7.989108,938216,Mathematics,Athletics,21,94.47,485
College 12,Australia,15612,9218,4703,10.0,4428245,Mechanical Engineering,Volleyball,22,66.59,644
College 38,Switzerland,7056,11812,-4756,10.0,4435502,Physics,Football,32,90.92,225
College 54,Canada,27212,3401,3150,6.2220985,1384197,Chemical Engineering,Basketball,19,87.58000000000001,570
College 67,Australia,21960,8875,1693,8.374405,4208810,Mathematics,Volleyball,43,65.3,533
College 53,South Africa,21020,14635,6385,9.117218,3494436,Economics,Basketball,36,71.22999999999999,544
College 90,Singapore,12933,5476,7457,8.3409405,1741881,Biotechnology,Football,8,74.78999999999999,536
College 94,Japan,15494,7144,8350,9.2780615,3956123,Civil Engineering,Basketball,20,100.0,583
College 32,South Africa,13045,5703,4022,10.0,2083872,Computer Science,Badminton,42,91.22,350
College 100,South Africa,2758,14677,-11919,9.3059955,1071991,Business Administration,Cricket,7,76.35000000000001,196
College 45,USA,19491,14524,4967,8.426101,2772202,Physics,Badminton,12,72.48,331
College 51,USA,19994,2636,7531,8.153979,1527958,Mathematics,Cricket,37,76.42,608
College 37,South Africa,14922,5407,4530,7.471516,1523032,Computer Science,Tennis,26,81.66999999999999,233
College 59,Australia,2181,14086,-11905,9.9922335,3244467,Civil Engineering,Swimming,30,75.41,317
College 54,Canada,25772,3302,7489,8.827633500000001,3275267,Chemical Engineering,Football,38,63.93,474
College 18,Canada,14975,14781,194,9.21693,4693860,Civil Engineering,Tennis,5,66.55,599
College 1,Canada,6016,10874,-4858,9.2976515,3135303,Business Administration,Tennis,17,85.43,256
College 21,Japan,26502,14783,11719,7.2004865,980973,Physics,Volleyball,28,68.88,689
College 28,China,19377,14767,4610,10.0,2320209,Civil Engineering,Volleyball,41,82.36999999999999,690
College 16,Singapore,7544,2589,4955,9.164739999999998,2089480,Mathematics,Football,6,91.71,205
College 48,UK,15113,12565,2548,6.720049,1700098,Chemical Engineering,Basketball,36,96.17999999999999,212
College 28,Singapore,21699,5684,8120,8.926558,1013116,Computer Science,Basketball,7,62.620000000000005,457
College 22,Canada,16062,8738,2255,9.7828465,3745693,Mechanical Engineering,Volleyball,44,71.56,320
College 83,Singapore,24024,10230,11282,8.74901,2138020,Chemical Engineering,Chess,4,98.47,491
College 1,Canada,29498,1001,10160,8.168667000000001,4537334,Civil Engineering,Tennis,15,70.46,744
College 95,Canada,16643,10133,6510,6.723615000000001,2367230,Biotechnology,Badminton,33,85.34,532
College 42,India,15054,1057,2529,10.0,4014365,Civil Engineering,Athletics,25,83.08,565
College 98,South Africa,11387,2004,9383,9.975598,4891196,Economics,Cricket,34,97.54,398
College 70,UK,8180,10197,-2017,7.5833699999999995,806740,Chemical Engineering,Athletics,15,83.98,299
College 92,Australia,8277,9839,-1562,8.6810115,3822023,Civil Engineering,Cricket,14,90.10000000000001,527
College 3,UK,23603,1495,4274,8.992094,3664188,Electrical Engineering,Football,47,73.68,548
College 95,South Africa,24182,4606,2715,9.251570999999998,1603142,Mechanical Engineering,Tennis,18,66.86,390
College 80,India,26785,14862,9705,10.0,4202579,Chemical Engineering,Swimming,24,89.7,468
College 81,Switzerland,23525,8760,1542,9.3022465,1984493,Business Administration,Tennis,46,70.49,490
College 44,Japan,20104,2460,4780,7.5897365,2839473,Mechanical Engineering,Badminton,4,86.82000000000001,599
College 27,UK,15583,1963,527,10.0,4436245,Electrical Engineering,Chess,41,77.36,652
College 51,Switzerland,3339,7517,-4178,7.6476235,3435247,Mathematics,Volleyball,23,97.75999999999999,494
College 24,India,26947,5506,11007,7.30305,346100,Computer Science,Badminton,44,94.03,687
College 20,Australia,15008,7164,1798,8.7023455,3444691,Electrical Engineering,Swimming,2,91.59,581
College 32,Switzerland,16083,633,2504,6.0778345,675669,Mechanical Engineering,Athletics,13,95.13,603
College 99,South Africa,9084,13938,-4854,9.493118,1526236,Mechanical Engineering,Tennis,41,78.88,404
College 13,South Africa,2541,13126,-10585,8.6800315,4580063,Economics,Chess,8,77.82,338
College 43,Switzerland,13981,3026,10955,9.6027605,245521,Civil Engineering,Badminton,45,100.0,198
College 20,Japan,3168,6101,-2933,5.735734,1891468,Civil Engineering,Badminton,43,93.67,392
College 2,Switzerland,23146,1113,4432,10.0,2193617,Mathematics,Cricket,35,73.22,381
College 68,India,4995,1807,3188,7.62233,2564660,Chemical Engineering,Cricket,4,69.4,266
College 91,Switzerland,24205,11542,12663,9.523871999999999,2667744,Electrical Engineering,Volleyball,26,77.16,414
College 60,China,13463,8999,4464,10.0,4844914,Chemical Engineering,Badminton,8,99.64999999999999,560
College 89,Singapore,16243,1970,13885,10.0,2833806,Chemical Engineering,Badminton,36,83.05,610
College 4,USA,21190,11259,8022,6.738218,276436,Business Administration,Athletics,43,89.03999999999999,573
College 96,Australia,15188,6544,3062,10.0,4623938,Biotechnology,Football,10,67.59,271
College 17,Switzerland,19743,5364,2086,8.1208715,3601743,Civil Engineering,Cricket,32,76.97,346
College 1,Switzerland,27006,3229,6339,10.0,4855451,Civil Engineering,Chess,21,87.88,512
College 33,Canada,3883,3206,677,7.430124999999999,660250,Mathematics,Chess,14,65.26,120
College 30,Japan,27276,632,4113,9.255132,4010264,Economics,Cricket,1,60.9,398
College 5,China,3742,13358,-9616,8.1765375,2273075,Civil Engineering,Volleyball,24,75.12,97
College 12,China,24354,6700,692,8.099488,2438976,Mathematics,Cricket,46,77.91999999999999,517
College 32,Canada,26002,4250,3974,9.483221,2146442,Biotechnology,Basketball,23,83.03,758
College 38,Singapore,25324,11254,14015,9.4096945,2219389,Civil Engineering,Tennis,31,87.47999999999999,729
College 17,China,29600,8251,13679,8.550525,1641050,Computer Science,Football,49,90.36,771
College 58,India,3251,13596,-10345,7.7557775,811555,Biotechnology,Volleyball,29,91.16000000000001,402
College 40,Canada,17508,12485,5023,10.0,2780762,Physics,Athletics,7,92.55,384
College 96,Singapore,19876,2490,12235,8.2117625,2283525,Electrical Engineering,Tennis,26,71.80999999999999,524
College 24,Japan,21405,1266,2953,8.9815675,1463135,Computer Science,Cricket,39,81.87,310
College 12,Singapore,7969,13384,-5415,7.8093485,2418697,Economics,Cricket,25,82.49,202
College 95,Switzerland,12386,13849,-1463,8.9900775,4940155,Mechanical Engineering,Athletics,47,73.09,547
College 19,China,26693,1880,11179,9.2029295,3745859,Civil Engineering,Football,27,68.55,488
College 29,UK,16638,7309,9329,7.151906,1423812,Civil Engineering,Basketball,3,85.16,493
College 85,USA,9958,2581,4960,9.675939000000001,1591878,Business Administration,Athletics,48,100.0,255
College 90,China,11529,11978,-449,8.693560999999999,3967122,Electrical Engineering,Cricket,44,82.98,435
College 52,USA,12940,1672,2380,9.559991499999999,2239983,Mechanical Engineering,Cricket,48,91.45,507
College 92,Switzerland,17981,6292,8422,8.166898999999999,813798,Business Administration,Football,11,80.77,481
College 17,China,27670,2567,3602,9.820744999999999,2401490,Biotechnology,Badminton,27,84.41,533
College 73,Australia,14139,6025,8114,9.119404,4798808,Computer Science,Chess,45,79.63,388
College 21,USA,8981,3915,4914,7.997184,734368,Physics,Volleyball,7,95.43,583
College 60,Canada,21817,1624,5238,6.132308999999999,1324618,Mechanical Engineering,Badminton,11,98.86999999999999,463
College 98,Australia,18222,10742,7480,8.2026045,965209,Mechanical Engineering,Athletics,36,70.00999999999999,291
College 75,Canada,28169,4533,5362,10.0,4873964,Civil Engineering,Swimming,0,70.35,499
College 20,Australia,27989,9774,11673,10.0,1115872,Mathematics,Swimming,43,87.02,399
College 53,Singapore,16402,7057,9345,8.773725,2967450,Mathematics,Chess,27,67.65,583
College 80,Canada,7667,7509,158,9.1749485,2669897,Mathematics,Football,16,93.44999999999999,431
